Exiting
         839940 function calls (834012 primitive calls) in 9.131 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:424(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:632(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:674(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:711(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1065(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:131(ImageNotFoundException)
        1    0.000    0.000    0.000    0.000 __init__.py:134(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:76(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:2160(Place)
        1    0.000    0.000    0.000    0.000 __init__.py:2313(Widget)
        1    0.000    0.000    0.000    0.000 __init__.py:2320(Toplevel)
        1    0.000    0.000    0.000    0.000 __init__.py:2746(Label)
        1    0.000    0.000    0.000    0.000 __init__.py:2967(Message)
        1    0.000    0.000    0.000    0.000 __init__.py:2972(Radiobutton)
        1    0.000    0.000    0.000    0.000 __init__.py:2999(Scale)
        1    0.000    0.000    0.000    0.000 __init__.py:3444(OptionMenu)
        1    0.000    0.000    0.000    0.000 __init__.py:3538(PhotoImage)
        1    0.000    0.000    0.000    0.000 __init__.py:183(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:467(StringVar)
        1    0.000    0.000    0.000    0.000 __init__.py:489(IntVar)
        1    0.000    0.000    0.000    0.000 __init__.py:531(BooleanVar)
        1    0.000    0.000    0.000    0.000 __init__.py:1712(XView)
        1    0.000    0.000    0.000    0.000 __init__.py:1733(YView)
        1    0.000    0.000    0.000    0.000 utils.py:136(Globals)
        1    0.000    0.000    0.000    0.000 __init__.py:38(FailSafeException)
        1    0.000    0.000    0.000    0.000 __init__.py:48(ImageNotFoundException)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 extras.py:265(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:1497(mr_class)
        1    0.000    0.000    0.000    0.000 threaded_capture.py:7(ThreadedVideoStream)
        1    0.000    0.000    0.000    0.000 inspect.py:2399(_void)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 core.py:2383(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6736(_frommethod)
        1    0.000    0.000    0.000    0.000 core.py:8083(_convert2ma)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 random.py:691(seed)
        1    0.000    0.000    0.000    0.000 random.py:669(SystemRandom)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:173(_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:85(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:196(<listcomp>)
        3    0.000    0.000    0.000    0.000 core.py:801(__init__)
        1    0.000    0.000    0.000    0.000 core.py:792(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:825(__init__)
        1    0.000    0.000    0.000    0.000 core.py:817(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:856(_DomainGreater)
        2    0.000    0.000    0.000    0.000 core.py:878(__init__)
        1    0.000    0.000    0.000    0.000 core.py:872(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:134(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:422(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _datasource.py:100(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:75(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:534(Repository)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 function_base.py:1901(vectorize)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 index_tricks.py:209(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:555(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:604(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:701(IndexExpression)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:60(PytestTester)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:387(PyDLL)
        2    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:490(CFunctionType)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1153(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1183(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1202(_DummyThread)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:844(recursive)
        1    0.000    0.000    0.000    0.000 ast.py:284(NodeTransformer)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 records.py:78(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:362(_unspecified)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1163(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1173(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1264(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1269(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 parse.py:340(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pathlib.py:495(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:548(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:987(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:997(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1492(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1499(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:313(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:321(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:326(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:332(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 __init__.py:62(Click)
        1    0.000    0.000    0.000    0.000 _base.py:256(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:179(Listener)
        1    0.000    0.000    0.000    0.000 _base.py:328(InvalidKeyException)
        1    0.000    0.000    0.000    0.000 xorg.py:48(X11Error)
        1    0.000    0.000    0.000    0.000 __init__.py:79(Press)
        1    0.000    0.000    0.000    0.000 __init__.py:194(GlobalHotKeys)
        3    0.000    0.000    0.000    0.000 __init__.py:125(wrapper)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 xinput.py:161(FP1616)
        1    0.000    0.000    0.000    0.000 xinput.py:169(FP3232)
        1    0.000    0.000    0.000    0.000 xinput.py:210(Mask)
        1    0.000    0.000    0.000    0.000 xinput.py:282(ButtonMask)
        1    0.000    0.000    0.000    0.000 xinput.py:301(ButtonState)
        1    0.000    0.000    0.000    0.000 xinput.py:378(ClassInfoClass)
        1    0.000    0.000    0.000    0.000 shape.py:199(Event)
        1    0.000    0.000    0.000    0.000 record.py:70(RawField)
        1    0.000    0.000    0.000    0.000 xauth.py:32(Xauthority)
        1    0.000    0.000    0.000    0.000 shape.py:11(SO)
        1    0.000    0.000    0.000    0.000 shape.py:18(SK)
        1    0.000    0.000    0.000    0.000 drawable.py:804(Pixmap)
        1    0.000    0.000    0.000    0.000 cursor.py:26(Cursor)
        1    0.000    0.000    0.000    0.000 fontable.py:40(GC)
        1    0.000    0.000    0.000    0.000 fontable.py:81(Font)
        4    0.000    0.000    0.000    0.000 __init__.py:23(<module>)
        1    0.000    0.000    0.000    0.000 event.py:59(KeyRelease)
        1    0.000    0.000    0.000    0.000 event.py:62(ButtonPress)
        1    0.000    0.000    0.000    0.000 event.py:109(FocusOut)
        1    0.000    0.000    0.000    0.000 event.py:307(CirculateRequest)
        1    0.000    0.000    0.000    0.000 rq.py:450(String16)
        1    0.000    0.000    0.000    0.000 rq.py:579(FixedList)
        1    0.000    0.000    0.000    0.000 rq.py:593(Object)
        1    0.000    0.000    0.000    0.000 rq.py:648(PropertyData)
        1    0.000    0.000    0.000    0.000 rq.py:706(FixedPropertyData)
        1    0.000    0.000    0.000    0.000 rq.py:725(ValueList)
        1    0.000    0.000    0.000    0.000 rq.py:788(KeyboardMapping)
        1    0.000    0.000    0.000    0.000 rq.py:887(ResourceObj)
        1    0.000    0.000    0.000    0.000 rq.py:907(StrClass)
        1    0.000    0.000    0.000    0.000 rq.py:920(Struct)
        1    0.000    0.000    0.000    0.000 rq.py:1290(GetAttrData)
        1    0.000    0.000    0.000    0.000 rq.py:1357(ReplyRequest)
        1    0.000    0.000    0.000    0.000 rq.py:1406(Event)
        2    0.000    0.000    0.000    0.000 display.py:337(add_extension_error)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:454(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 error.py:29(DisplayError)
        1    0.000    0.000    0.000    0.000 error.py:36(DisplayNameError)
        1    0.000    0.000    0.000    0.000 error.py:40(DisplayConnectionError)
        1    0.000    0.000    0.000    0.000 error.py:49(__init__)
        1    0.000    0.000    0.000    0.000 error.py:97(BadAtom)
        1    0.000    0.000    0.000    0.000 error.py:100(BadMatch)
        1    0.000    0.000    0.000    0.000 error.py:132(CatchError)
        1    0.000    0.000    0.000    0.000 rq.py:169(LengthField)
        1    0.000    0.000    0.000    0.000 rq.py:207(ReplyLength)
        1    0.000    0.000    0.000    0.000 rq.py:225(OddLength)
        1    0.000    0.000    0.000    0.000 rq.py:242(FormatField)
        1    0.000    0.000    0.000    0.000 rq.py:259(ValueField)
        1    0.000    0.000    0.000    0.000 rq.py:281(Card16)
        1    0.000    0.000    0.000    0.000 rq.py:285(Card32)
        1    0.000    0.000    0.000    0.000 rq.py:290(Resource)
        1    0.000    0.000    0.000    0.000 rq.py:316(Window)
        1    0.000    0.000    0.000    0.000 rq.py:320(Pixmap)
        1    0.000    0.000    0.000    0.000 rq.py:324(Drawable)
        1    0.000    0.000    0.000    0.000 rq.py:332(Font)
        1    0.000    0.000    0.000    0.000 rq.py:344(Cursor)
        1    0.000    0.000    0.000    0.000 rq.py:349(Bool)
        2    0.000    0.000    0.000    0.000 rq.py:364(check_value)
        1    0.000    0.000    0.000    0.000 rq.py:356(Set)
        1    0.000    0.000    0.000    0.000 rq.py:371(Gravity)
        1    0.000    0.000    0.000    0.000 rq.py:381(FixedBinary)
        1    0.000    0.000    0.000    0.000 rq.py:389(Binary)
        1    0.000    0.000    0.000    0.000 typing.py:1168(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1297(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1315(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1364(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1395(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1630(io)
        1    0.000    0.000    0.000    0.000 typing.py:1645(re)
        3    0.000    0.000    0.000    0.000 __init__.py:398(<genexpr>)
        1    0.000    0.000    0.000    0.000 _globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:44(VisibleDeprecationWarning)
        5    0.000    0.000    0.000    0.000 typing.py:279(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:438(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:488(TypeVar)
        2    0.000    0.000    0.000    0.000 typing.py:835(<genexpr>)
        1    0.000    0.000    0.000    0.000 contextlib.py:58(_recreate_cm)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        1    0.000    0.000    0.000    0.000 __init__.py:1665(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:105(ParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:1158(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:128(PyScreezeException)
        1    0.000    0.000    0.000    0.000 Image.py:80(DecompressionBombError)
        1    0.000    0.000    0.000    0.000 __init__.py:2348(Button)
        1    0.000    0.000    0.000    0.000 __init__.py:2728(Frame)
        1    0.000    0.000    0.000    0.000 __init__.py:2962(Menubutton)
        1    0.000    0.000    0.000    0.000 __init__.py:3433(_setit)
        1    0.000    0.000    0.000    0.000 __init__.py:3602(BitmapImage)
        1    0.000    0.000    0.000    0.000 __init__.py:1692(CallWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:28(PyAutoGUIException)
        1    0.000    0.000    0.000    0.000 extras.py:283(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:296(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:321(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 inspect.py:2403(_empty)
        1    0.000    0.000    0.000    0.000 core.py:149(MAError)
        1    0.000    0.000    0.000    0.000 core.py:157(MaskError)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 core.py:835(_DomainSafeDivide)
        3    0.000    0.000    0.000    0.000 core.py:862(__init__)
        1    0.000    0.000    0.000    0.000 core.py:888(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        1    0.000    0.000    0.000    0.000 _iotools.py:430(ConverterLockError)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        2    0.000    0.000    0.000    0.000 index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:256(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:423(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:523(CClass)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 tokenize.py:212(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:214(StopTokenizing)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:181(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:185(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:358(_FuncPtr)
        1    0.000    0.000    0.000    0.000 __init__.py:427(LibraryLoader)
        1    0.000    0.000    0.000    0.000 subprocess.py:1573(_internal_poll)
        1    0.000    0.000    0.000    0.000 subprocess.py:414(CompletedProcess)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.000    0.000 parse.py:345(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 pathlib.py:392(_Accessor)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 multiarray.py:1054(copyto)
        1    0.000    0.000    0.000    0.000 __init__.py:52(Move)
        1    0.000    0.000    0.000    0.000 __init__.py:78(Scroll)
        1    0.000    0.000    0.000    0.000 _base.py:336(InvalidCharacterException)
        1    0.000    0.000    0.000    0.000 __init__.py:86(Release)
        1    0.000    0.000    0.000    0.000 __init__.py:112(StopException)
        1    0.000    0.000    0.000    0.000 __init__.py:268(Event)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 xfixes.py:122(SetSelectionOwnerNotify)
        1    0.000    0.000    0.000    0.000 xfixes.py:126(SelectionWindowDestroyNotify)
        1    0.000    0.000    0.000    0.000 xfixes.py:130(SelectionClientCloseNotify)
        1    0.000    0.000    0.000    0.000 damage.py:36(BadDamageError)
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 event.py:56(KeyPress)
        1    0.000    0.000    0.000    0.000 event.py:65(ButtonRelease)
        1    0.000    0.000    0.000    0.000 event.py:68(MotionNotify)
        1    0.000    0.000    0.000    0.000 event.py:89(EnterNotify)
        1    0.000    0.000    0.000    0.000 event.py:92(LeaveNotify)
        1    0.000    0.000    0.000    0.000 event.py:106(FocusIn)
        1    0.000    0.000    0.000    0.000 event.py:304(CirculateNotify)
        1    0.000    0.000    0.000    0.000 rq.py:486(List)
        1    0.000    0.000    0.000    0.000 rq.py:851(EventField)
        1    0.000    0.000    0.000    0.000 rq.py:876(ScalarObj)
        2    0.000    0.000    0.000    0.000 display.py:261(set_error_handler)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
        1    0.000    0.000    0.000    0.000 six.py:239(exec_module)
        1    0.000    0.000    0.000    0.000 six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 error.py:48(ConnectionClosedError)
        1    0.000    0.000    0.000    0.000 error.py:56(XauthError)
        1    0.000    0.000    0.000    0.000 error.py:57(XNoAuthError)
        1    0.000    0.000    0.000    0.000 error.py:59(ResourceIDError)
        1    0.000    0.000    0.000    0.000 error.py:93(BadRequest)
        1    0.000    0.000    0.000    0.000 error.py:94(BadValue)
        1    0.000    0.000    0.000    0.000 error.py:95(BadWindow)
        1    0.000    0.000    0.000    0.000 error.py:96(BadPixmap)
        1    0.000    0.000    0.000    0.000 error.py:98(BadCursor)
        1    0.000    0.000    0.000    0.000 error.py:99(BadFont)
        1    0.000    0.000    0.000    0.000 error.py:101(BadDrawable)
        1    0.000    0.000    0.000    0.000 error.py:102(BadAccess)
        1    0.000    0.000    0.000    0.000 error.py:103(BadAlloc)
        1    0.000    0.000    0.000    0.000 error.py:104(BadColor)
        1    0.000    0.000    0.000    0.000 error.py:105(BadGC)
        1    0.000    0.000    0.000    0.000 error.py:106(BadIDChoice)
        1    0.000    0.000    0.000    0.000 error.py:107(BadName)
        1    0.000    0.000    0.000    0.000 error.py:108(BadLength)
        1    0.000    0.000    0.000    0.000 error.py:109(BadImplementation)
        1    0.000    0.000    0.000    0.000 rq.py:48(BadDataError)
        1    0.000    0.000    0.000    0.000 rq.py:145(Pad)
        1    0.000    0.000    0.000    0.000 rq.py:153(ConstantField)
        1    0.000    0.000    0.000    0.000 rq.py:158(Opcode)
        1    0.000    0.000    0.000    0.000 rq.py:162(ReplyCode)
        1    0.000    0.000    0.000    0.000 rq.py:197(TotalLengthField)
        1    0.000    0.000    0.000    0.000 rq.py:200(RequestLength)
        1    0.000    0.000    0.000    0.000 rq.py:215(LengthOf)
        1    0.000    0.000    0.000    0.000 rq.py:265(Int8)
        1    0.000    0.000    0.000    0.000 rq.py:269(Int16)
        1    0.000    0.000    0.000    0.000 rq.py:273(Int32)
        1    0.000    0.000    0.000    0.000 rq.py:277(Card8)
        1    0.000    0.000    0.000    0.000 rq.py:328(Fontable)
        1    0.000    0.000    0.000    0.000 rq.py:336(GC)
        1    0.000    0.000    0.000    0.000 rq.py:340(Colormap)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 typing.py:1100(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.000    0.000 typing.py:887(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:894(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


